planet_id,planet_name,mass,radius,density,t_eq,flux,distance_to_star,period,habitable_score,star_name,temperature,st_rad,st_mass,st_metalicity,st_lum,st_spectral_type,st_subclass
WASP156BWASP156,WASP-156 b,41.8,6.02802815,1.05,934.5,150.0,0.0458,3.8361623,0.0,WASP-156,4987.0,0.8268,0.8712,0.305,-0.41794,K,3.0
WASP163BWASP163,WASP-163 b,594.3421,13.473218,1.42,1638.0,1200.0,0.0266,1.6096884,0.0,WASP-163,5500.0,1.015,0.97,-0.34,-0.07572,G,0.0
WASP165BWASP165,WASP-165 b,209.13214,14.12334,0.44,1624.0,1373.5324,0.04823,3.465509,0.0,WASP-165,5599.0,1.75,1.248,0.33,0.42831,G,6.0
WASP176BWASP176,WASP-176 b,271.74465,16.869545,0.31,1721.0,1703.2413,0.0535,3.899052,0.0,WASP-176,5941.0,1.925,1.345,0.164,0.61653,F,9.0
WASP18CWASP18,WASP-18 c,55.2,8.58,0.48,810.0,419.6014612575567,0.035,2.1558,0.0,WASP-18,6400.0,1.23,1.22,0.107,0.38999,F,6.0
WASP18BWASP18,WASP-18 b,3241.8497514,13.89913607,6.6,2429.0,5805.0,0.02024,0.94145223,0.0,WASP-18,6400.0,1.23,1.22,0.107,0.38999,F,6.0
WASP183BWASP183,WASP-183 b,159.55066,16.47723,0.21,1111.0,268.7176,0.04632,4.1117771,0.0,WASP-183,5313.0,0.871,0.784,-0.31,-0.20873,G,9.0
WASP20BWASP20,WASP-20 b,98.841,16.388,0.132,1379.0,259.864,0.06,4.8996284,0.0,WASP-20,5940.0,1.392,1.2,-0.008,0.338,F,9.0
WASP21BWASP21,WASP-21 b,95.345,11.99,0.32,1340.0,705.0438,0.052,4.322482,0.0,WASP-21,5800.0,1.06,1.01,-0.22,0.30426,G,3.0
WASP36BWASP36,WASP-36 b,750.39663,14.874343,1.26,1733.0,1422.6075,0.02677,1.53736596,0.0,WASP-36,5959.0,0.985,1.081,-0.26,0.00087,G,0.0
WASP37BWASP37,WASP-37 b,572.07,13.002,1.53,1232.5,545.3338,0.0446,3.577469,0.0,WASP-37,5800.0,1.003,0.925,-0.4,-0.021,G,0.0
WASP44BWASP44,WASP-44 b,276.5121,12.3299,0.811,1337.0,533.0,0.03453,2.423804,0.0,WASP-44,5420.0,0.906,0.935,-0.003,-0.19777,G,8.0
WASP46BWASP46,WASP-46 b,607.0553,13.159366,1.467,1636.0,1281.2408,0.02335,1.43036763,0.0,WASP-46,5600.0,0.858,0.828,-0.3,-0.11113,G,6.0
WASP47CWASP47,WASP-47 c,447.0,5.760602783812676,4.8225933472508595,247.0,419.6014612575567,1.393,589.57,0.0,WASP-47,5565.0,1.156,1.058,0.43,0.03167,G,9.0
WASP47BWASP47,WASP-47 b,374.0,12.86,0.993,1275.0,534.0,0.052,4.159151,0.0,WASP-47,5565.0,1.156,1.058,0.43,0.03167,G,9.0
WASP47DWASP47,WASP-47 d,15.5,3.65,1.8,810.0,190.0,0.085,9.030501,0.0,WASP-47,5565.0,1.156,1.058,0.43,0.03167,G,9.0
WASP47EWASP47,WASP-47 e,9.0,1.83,6.29,810.0,4895.0,0.01673,0.78961,0.0,WASP-47,5565.0,1.156,1.058,0.43,0.03167,G,9.0
WASP49BWASP49,WASP-49 b,117.5971,12.44199,0.288,1400.0,615.4709,0.0379,2.78174,0.0,WASP-49,5600.0,0.97,0.92,-0.23,-0.05339,G,6.0
WASP54BWASP54,WASP-54 b,187.5197,17.71022,0.167,1759.0,1639.1072,0.04988,3.69364,0.0,WASP-54,6100.0,1.76,1.08,-0.27,0.57477,F,9.0
WASP58BWASP58,WASP-58 b,308.2951,16.02887,0.45,1270.0,404.7112,0.0562,5.01718,0.0,WASP-58,5800.0,1.22,1.06,-0.45,0.16,G,2.0
WASP66BWASP66,WASP-66 b,746.9005,15.6926,1.144,1569.7,1434.7739,0.0546,4.08605,0.0,WASP-66,6600.0,1.76,1.33,-0.31,0.63724,F,0.0
WASP70ABWASP70A,WASP-70 A b,187.512,13.047,0.499,1387.0,419.6014612575567,0.04853,3.7130203,0.0,WASP-70 A,5763.0,1.215,1.106,-0.006,0.1624,G,4.0
WASP74BWASP74,WASP-74 b,228.8376,15.24424,0.3697,1926.0,531.159,0.03443,2.13775,0.0,WASP-74,5990.0,1.42,0.98,0.39,0.39971,F,9.0
WASP76BWASP76,WASP-76 b,284.138595858,20.78145022,0.17,2228.0,4104.0,0.033,1.80988198,0.0,WASP-76,6329.0,1.756,1.458,0.366,0.65418,F,7.0
WASP78BWASP78,WASP-78 b,352.7913,21.63337,0.131,2469.7,4812.6238,0.03488,2.17518,0.0,WASP-78,6100.0,2.46,1.87,-0.35,0.76274,F,0.0
WASP81BWASP81,WASP-81 b,231.69807,16.017661,0.332,1623.0,1034.0911,0.03908,2.7164762,0.0,WASP-81,5870.0,1.283,1.08,-0.36,0.24551,G,0.0
WASP85ABWASP85A,WASP-85 A b,402.05495,13.89916,0.88,1452.0,640.3258,0.039,2.6556777,0.0,WASP-85 A,6112.0,0.935,1.09,0.118,-0.07144,G,5.0
WASP98BWASP98,WASP-98 b,293.03926,12.823096,0.764,1171.0,269.8828,0.03762,2.96264036,0.0,WASP-98,5473.0,0.741,0.809,-0.49,-0.3578,G,7.0
WTS1BWTS1,WTS-1 b,1274.44,16.7,1.61,1500.0,419.6014612575567,0.047,3.352057,0.0,WTS-1,6250.0,1.15,1.2,-0.5,0.08842,F,6.0
WOLF503BWOLF503,Wolf 503 b,6.27,2.043,4.03,789.0,64.7,0.05712,6.00127,0.0,Wolf 503,4716.0,0.689,0.688,-0.47,-0.67572,K,3.5
XO2NBXO2N,XO-2 N b,179.89178,11.130537,0.715,1328.0,428.036,0.0368,2.61586178,0.0,XO-2 N,5340.0,0.99,0.971,0.43,-0.08823,K,0.0
XO2SCXO2S,XO-2 S c,776.1323276277063,13.6,0.951,810.0,419.6014612575567,0.4756,120.8,0.0,XO-2 S,5399.0,1.0,0.98,0.39,-0.12302,G,0.0
XO2SBXO2S,XO-2 S b,776.1323276277063,10.9,0.351,810.0,419.6014612575567,0.13,18.157,0.0,XO-2 S,5399.0,1.0,0.98,0.39,-0.12302,G,0.0
XO7BXO7,XO-7 b,225.34147,15.389957,0.34,1743.0,1540.0,0.04421,2.8641424,0.0,XO-7,6250.0,1.48,1.405,0.432,0.43132,G,0.0
ALFTAUBALFTAU,alf Tau b,776.1323276277063,12.7,5.52,810.0,419.6014612575567,1.46,628.96,0.0,alf Tau,4055.0,45.1,1.13,-0.27,2.672,K,5.0
BETCNCBBETCNC,bet Cnc b,776.1323276277063,12.6,6.81,810.0,419.6014612575567,1.7,605.2,0.0,bet Cnc,4092.1,47.2,1.7,-0.29,2.9,K,4.0
BETUMIBBETUMI,bet UMi b,776.1323276277063,12.7,5.2,810.0,419.6014612575567,1.4,522.3,0.0,bet UMi,4126.0,38.3,1.4,-0.27,2.73,K,4.0
EPSCRBBEPSCRB,eps CrB b,776.1323276277063,12.7,5.71,810.0,419.6014612575567,1.3,417.9,0.0,eps CrB,4406.0,21.0,1.7,-0.094,2.23521,K,2.0
GAMLIBBGAMLIB,gam Lib b,776.1323276277063,13.7,0.765,810.0,419.6014612575567,1.319,414.88,0.0,gam Lib,4879.0,12.38,1.78,-0.27,1.8973,K,0.0
GAMLIBCGAMLIB,gam Lib c,776.1323276277063,12.8,4.36,810.0,419.6014612575567,2.318,966.49,0.0,gam Lib,4879.0,12.38,1.78,-0.27,1.8973,K,0.0
GAMPSCBGAMPSC,gam Psc b,776.1323276277063,13.6,0.93,810.0,419.6014612575567,1.32,555.1,0.0,gam Psc,4742.0,11.2,0.99,-0.62,1.76649,G,7.0
GAM1LEOBGAM1LEO,gam1 Leo b,776.1323276277063,12.5,7.85,810.0,419.6014612575567,1.19,428.5,0.0,gam1 Leo,4330.0,31.88,1.23,-0.51,2.51,K,1.0
KAPANDBKAPAND,kap And b,4327.36,12.3,12.8,1900.0,419.6014612575567,55.0,76001.05827386062,0.0,kap And,10900.0,2.31229,2.6,-0.36,1.83,B,9.0
MULEOBMULEO,mu Leo b,776.1323276277063,13.3,1.78,810.0,419.6014612575567,1.1,357.8,0.0,mu Leo,4538.2,11.4,1.5,0.36,1.797,K,2.0
OMICRBBOMICRB,omi CrB b,776.1323276277063,13.7,0.761,810.0,419.6014612575567,0.699,187.01,0.0,omi CrB,4769.0,11.87,1.3,-0.27,1.82197,K,0.0
TAUBOOBTAUBOO,tau Boo b,1891.0,12.8,4.95,810.0,419.6014612575567,0.049,3.3124568,0.0,tau Boo,6466.27,1.42588,1.32,0.2642,0.50548,F,7.0
TAUCETHTAUCET,tau Cet h,776.1323276277063,1.19,5.97,810.0,419.6014612575567,0.243,49.41,0.0,tau Cet,5310.0,0.83,0.783,-0.52,-0.30539,G,8.5
TAUCETGTAUCET,tau Cet g,776.1323276277063,1.18,5.85,810.0,419.6014612575567,0.133,20.0,0.0,tau Cet,5310.0,0.83,0.783,-0.52,-0.30539,G,8.5
TAUCETETAUCET,tau Cet e,776.1323276277063,1.81,3.64,810.0,419.6014612575567,0.538,162.87,0.0,tau Cet,5310.0,0.83,0.783,-0.52,-0.30539,G,8.5
TAUCETFTAUCET,tau Cet f,776.1323276277063,1.81,3.64,810.0,419.6014612575567,1.334,636.13,0.0,tau Cet,5310.0,0.83,0.783,-0.52,-0.30539,G,8.5
UPSANDDUPSAND,ups And d,3257.74117175,12.5,9.17,810.0,419.6014612575567,2.51329,1276.46,0.0,ups And,6156.77,1.56,1.3,0.1014,0.52541,F,8.0
UPSANDBUPSAND,ups And b,776.1323276277063,14.0,0.438,810.0,419.6014612575567,0.05922166,4.617033,0.0,ups And,6156.77,1.56,1.3,0.1014,0.52541,F,8.0
UPSANDCUPSAND,ups And c,4443.24112986,12.3,13.1,810.0,419.6014612575567,0.827774,241.258,0.0,ups And,6156.77,1.56,1.3,0.1014,0.52541,F,8.0
1RXSJ160929.1210524B1RXSJ160929.1210524,1RXS J160929.1-210524 b,3000.0,18.647,2.54,1700.0,419.6014612575567,330.0,76001.05827386062,0.0,1RXS J160929.1-210524,4060.0,1.31316,0.85,0.014431207247180756,-0.37,K,7.0
2MASSJ010335635515561ABB2MASSJ010335635515561A,2MASS J01033563-5515561 AB b,4131.79,12.3,12.2,810.0,419.6014612575567,84.0,76001.05827386062,0.0,2MASS J01033563-5515561 A,0.0,1.5159936978557502,0.19,0.014431207247180756,-0.13512019649495494,M,5.5
2MASSJ012250932439505B2MASSJ012250932439505,2MASS J01225093-2439505 b,7786.5,11.209,30.4,1600.0,419.6014612575567,52.0,76001.05827386062,0.0,2MASS J01225093-2439505,3530.0,0.36645,0.4,0.014431207247180756,-1.72,M,3.5
2MASSJ021922103925225B2MASSJ021922103925225,2MASS J02192210-3925225 b,4417.837,16.14096,5.77,810.0,419.6014612575567,156.0,76001.05827386062,0.0,2MASS J02192210-3925225,3064.0,0.281,0.108,0.014431207247180756,-2.23,M,6.0
2MASSJ02490557C2MASSJ02490557A,2MASS J0249-0557 c,3686.8095212,12.4,10.6,810.0,419.6014612575567,1.95,76001.05827386062,0.0,2MASS J0249-0557 A,2859.0,0.315959,0.046,0.014431207247180756,-2.59,M,6.0
2MASSJ035909862009361B2MASSJ035909862009361,2MASS J03590986+2009361 b,5720.911326,12.2,17.3,2369.0,419.6014612575567,572.0,76001.05827386062,0.0,2MASS J03590986+2009361,2943.0,0.289776,0.264996,0.014431207247180756,-2.24602,M,0.0
2MASSJ044144892301513B2MASSJ044144892301513,2MASS J04414489+2301513 b,2383.6,12.6,6.55,810.0,419.6014612575567,15.0,76001.05827386062,0.0,2MASS J04414489+2301513,2936.0,0.231916,0.019,0.014431207247180756,-2.44363,M,8.5
2MASSJ110119267732383B2MASSJ110119267732383,2MASS J11011926-7732383 b,8899.195396,11.9,29.0,2677.0,419.6014612575567,266.0,76001.05827386062,0.0,,,,,,,,
2MASSJ115504857919108B2MASSJ115504857919108,2MASS J11550485-7919108 b,6356.56814,12.1,19.7,2506.0,419.6014612575567,587.0,76001.05827386062,0.0,2MASS J11550485-7919108,3021.0,0.600455,0.58846,0.014431207247180756,-1.56774,M,0.0
2MASSJ120733463932539B2MASSJ120733463932539,2MASS J12073346-3932539 b,1589.15,12.9,4.07,1250.0,419.6014612575567,55.0,76001.05827386062,0.0,2MASS J12073346-3932539,2825.0,0.21887,0.024,0.014431207247180756,-2.56086,M,8.0
2MASSJ212527528138278B2MASSJ212527528138278,2MASS J21252752-8138278 b,3813.940884,12.4,11.0,1616.0,419.6014612575567,7.493,76001.05827386062,0.0,2MASS J21252752-8138278,3592.0,0.672832,0.643977,0.014431207247180756,-1.16815,M,0.0
2MASSJ223624524751425B2MASSJ223624524751425,2MASS J22362452+4751425 b,3972.875,12.3,11.7,810.0,419.6014612575567,230.0,76001.05827386062,0.0,2MASS J22362452+4751425,4045.0,0.641152,0.6,0.014431207247180756,-1.02143,K,7.0
ABAURBABAUR,AB Aur b,2860.455663,12.5,8.05,810.0,419.6014612575567,93.9,76001.05827386062,0.0,AB Aur,9770.0,2.95887,2.4,0.014431207247180756,1.77085,A,0.0
AT2021UEYLBAT2021UEYL,AT2021ueyL b,425.89006538,13.6,0.93,810.0,419.6014612575567,4.01,4168.69,0.0,AT2021ueyL,3680.0,1.5159936978557502,0.49,0.014431207247180756,-0.13512019649495494,M,0.0
BD601417BBD601417,BD+60 1417 b,4767.426105,14.68376472,8.27,1303.0,419.6014612575567,1.662,76001.05827386062,0.0,BD+60 1417,4993.0,0.797,1.0,0.014431207247180756,0.35595,K,0.0
CFBDSIRJ145829101343BCFBDSIRJ145829101343,CFBDSIR J145829+101343 b,3337.1,12.4,9.62,370.0,419.6014612575567,2.6,10037.5,0.0,CFBDSIR J145829+101343,580.5,1.5159936978557502,0.021,0.014431207247180756,-0.13512019649495494,Others,0.0
CFHTWIROPH98BCFHTWIROPH98A,CFHTWIR-Oph 98 b,2479.0615746,20.8487041,1.5,1800.0,419.6014612575567,200.0,8040000.0,0.0,CFHTWIR-Oph 98 A,2320.0,0.245,0.0147,0.014431207247180756,-2.85,M,9.0
CHXR73BCHXR73,CHXR 73 b,3994.486,12.3,11.8,810.0,419.6014612575567,210.0,76001.05827386062,0.0,CHXR 73,3099.0,1.5159936978557502,0.35,0.014431207247180756,-0.13512019649495494,M,3.5
CITAUCCITAU,CI Tau c,776.1323276277063,13.0,2.86,810.0,419.6014612575567,0.17,25.2,0.0,CI Tau,3807.0,1.880857,0.9,0.014431207247180756,-0.25458,K,7.0
DECVNBDECVN,DE CVn b,776.1323276277063,12.4,11.0,810.0,419.6014612575567,5.75,4098.1,0.0,DE CVn,3579.0,0.424754,0.51,0.014431207247180756,-1.57398,M,0.0
DENISPJ082303.1491201BDENISPJ082303.1491201,DENIS-P J082303.1-491201 b,9057.77,11.9,29.5,810.0,419.6014612575567,0.36,246.36,0.0,DENIS-P J082303.1-491201,0.0,1.5159936978557502,0.075,0.014431207247180756,-0.13512019649495494,L,1.5
DHTAUBDHTAU,DH Tau b,3496.0,30.2643,0.693,2200.0,419.6014612575567,330.0,76001.05827386062,0.0,DH Tau,4371.0,0.27,0.33,0.014431207247180756,-0.21153,M,0.5
DMPP1BDMPP1,DMPP-1 b,776.1323276277063,5.29,0.901,877.0,419.6014612575567,0.1462,18.57,0.0,DMPP-1,6196.0,1.26,1.21,0.014431207247180756,0.31955,F,8.0
DMPP1DDMPP1,DMPP-1 d,776.1323276277063,1.65,4.1,1632.0,419.6014612575567,0.0422,2.882,0.0,DMPP-1,6196.0,1.26,1.21,0.014431207247180756,0.31955,F,8.0
DMPP1EDMPP1,DMPP-1 e,776.1323276277063,1.86,3.53,1314.0,419.6014612575567,0.0651,5.516,0.0,DMPP-1,6196.0,1.26,1.21,0.014431207247180756,0.31955,F,8.0
DMPP1CDMPP1,DMPP-1 c,776.1323276277063,3.06,1.84,1239.0,419.6014612575567,0.0733,6.584,0.0,DMPP-1,6196.0,1.26,1.21,0.014431207247180756,0.31955,F,8.0
DMPP2BDMPP2,DMPP-2 b,776.1323276277063,14.3,0.261,1000.0,419.6014612575567,0.0664,5.2072,0.0,DMPP-2,6500.0,1.78,1.44,0.014431207247180756,0.1038,F,5.0
DPLEOBDPLEO,DP Leo b,1995.88832,12.7,5.35,810.0,419.6014612575567,8.19,10220.0,0.0,DP Leo,13500.0,0.0115,0.69,0.014431207247180756,-2.4,B,0.0
EPIC201238110BEPIC201238110,EPIC 201238110 b,776.1323276277063,1.87,3.5,810.0,419.6014612575567,3.1038542456009397,28.1656,0.0,EPIC 201238110,3587.0,0.374,0.41,0.014431207247180756,-1.50834,M,0.0
EPIC206032309BEPIC206032309,EPIC 206032309 b,776.1323276277063,1.01,5.39,810.0,419.6014612575567,3.1038542456009397,2.87814,0.0,EPIC 206032309,3489.0,0.37344,0.221,0.014431207247180756,-1.73006,M,0.0
EPIC212424622BEPIC212424622,EPIC 212424622 b,776.1323276277063,2.17,2.88,810.0,419.6014612575567,3.1038542456009397,18.0983,0.0,EPIC 212424622,5782.33,1.2247,1.106,0.014431207247180756,0.17917,G,0.0
EPIC212499991BEPIC212499991,EPIC 212499991 b,776.1323276277063,1.6,4.28,810.0,419.6014612575567,3.1038542456009397,34.885,0.0,EPIC 212499991,4982.79,0.757541,0.912,0.014431207247180756,-0.4966,K,0.0
FUTAUBFUTAU,FU Tau b,5085.28,12.2,15.4,2375.0,419.6014612575567,800.0,76001.05827386062,0.0,FU Tau,2838.0,1.5159936978557502,0.05,0.014431207247180756,-0.69897,M,7.25
G19215CG19215,G 192-15 c,776.1323276277063,3.87,1.36,55.9,0.0016,1.137,1219.0,0.0,G 192-15,2999.0,0.170718,0.132,0.014431207247180756,-2.67285,M,5.0
G19215BG19215,G 192-15 b,776.1323276277063,1.02,5.33,453.6,7.06,0.01723,2.27476,0.0,G 192-15,2999.0,0.170718,0.132,0.014431207247180756,-2.67285,M,5.0
G1963BG1963,G 196-3 b,8263.538582,12.0,26.3,1670.0,419.6014612575567,350.0,76001.05827386062,0.0,G 196-3,3517.0,0.522432,0.519782,0.014431207247180756,-1.42456,M,0.0
G2616BG2616,G 261-6 b,776.1323276277063,1.1,5.66,322.3,1.8,0.02971,5.4536,0.0,G 261-6,2907.0,0.153162,0.118,0.014431207247180756,-2.82122,M,5.5
G268110BG268110,G 268-110 b,776.1323276277063,1.13,5.79,534.0,13.57,0.01283,1.43263,0.0,G 268-110,0.0,0.177,0.137,0.014431207247180756,-2.63971,M,5.0
GJ160.2BGJ160.2,GJ 160.2 b,776.1323276277063,3.17,1.76,810.0,419.6014612575567,0.053,5.2354,0.0,GJ 160.2,4347.0,0.655173,0.69,0.014431207247180756,-0.79588,M,0.0
GJ180DGJ180,GJ 180 d,776.1323276277063,2.66,2.21,810.0,419.6014612575567,0.309,106.3,1.333,GJ 180,3371.0,0.413049,0.43,0.014431207247180756,-1.88606,M,3.0
GJ180CGJ180,GJ 180 c,776.1323276277063,2.41,2.51,810.0,419.6014612575567,0.129,24.329,2.0,GJ 180,3371.0,0.413049,0.43,0.014431207247180756,-1.88606,M,3.0
GJ180BGJ180,GJ 180 b,776.1323276277063,2.43,2.49,810.0,419.6014612575567,0.092,17.133,0.0,GJ 180,3371.0,0.413049,0.43,0.014431207247180756,-1.88606,M,3.0
GJ2056BGJ2056,GJ 2056 b,776.1323276277063,4.17,1.23,810.0,419.6014612575567,0.283,69.971,0.0,GJ 2056,4069.95,0.709495,0.62,0.014431207247180756,-0.90505,M,0.0
GJ229BGJ229,GJ 229 b,776.1323276277063,3.97,1.31,810.0,419.6014612575567,1.086,579.47495,0.0,GJ 229,3564.0,0.46,0.509,0.014431207247180756,-1.55284,M,1.5
GJ229ACGJ229,GJ 229 A c,776.1323276277063,2.87,1.99,810.0,419.6014612575567,0.384,121.93268,1.333,GJ 229,3564.0,0.46,0.509,0.014431207247180756,-1.55284,M,1.5
GJ27.1BGJ27.1,GJ 27.1 b,776.1323276277063,3.66,1.46,810.0,419.6014612575567,0.101,15.819,0.0,GJ 27.1,3542.0,0.518887,0.53,0.014431207247180756,-1.58503,M,0.5
GJ3082BGJ3082,GJ 3082 b,776.1323276277063,2.79,2.07,810.0,419.6014612575567,0.079,11.949,0.0,GJ 3082,3910.0,0.465216,0.47,0.014431207247180756,-1.46273,M,4.0
GJ3634BGJ3634,GJ 3634 b,8.4,2.83,2.04,810.0,419.6014612575567,0.0287,2.64561,0.0,GJ 3634,3517.0,0.43,0.45,0.014431207247180756,-1.699,M,2.5
GJ422BGJ422,GJ 422 b,776.1323276277063,3.33,1.65,810.0,419.6014612575567,0.111,20.129,0.0,GJ 422,3323.0,0.370328,0.35,0.014431207247180756,-1.95861,M,3.5
GJ463BGJ463,GJ 463 b,1144.1822652,13.0,2.86,810.0,419.6014612575567,3.53,3448.0,0.0,GJ 463,3540.0,0.49,0.49,0.014431207247180756,-1.52293,M,3.0
GJ480BGJ480,GJ 480 b,776.1323276277063,3.69,1.44,810.0,419.6014612575567,0.068,9.567,0.0,GJ 480,3381.0,0.455815,0.45,0.014431207247180756,-1.61155,M,3.5
GJ680BGJ680,GJ 680 b,7977.4930157,12.0,25.4,810.0,419.6014612575567,10.138,17281.66514,0.0,GJ 680,3563.0,0.45933,0.456,0.014431207247180756,-1.51379,K,5.0
GJ682CGJ682,GJ 682 c,776.1323276277063,2.89,1.98,810.0,419.6014612575567,0.176,57.32,0.0,GJ 682,3028.0,0.298255,0.27,0.014431207247180756,-2.69897,M,3.5
GJ682BGJ682,GJ 682 b,776.1323276277063,1.93,3.36,810.0,419.6014612575567,0.08,17.478,2.0,GJ 682,3028.0,0.298255,0.27,0.014431207247180756,-2.69897,M,3.5
GJ896ABGJ896A,GJ 896 A b,718.29219982,13.3,1.68,810.0,419.6014612575567,0.63965,284.39,0.0,GJ 896 A,3345.0,0.394682,0.43599,0.014431207247180756,-1.75523,M,3.5
GJ9404BGJ9404,GJ 9404 b,776.1323276277063,3.48,1.55,810.0,419.6014612575567,0.0943,13.4586,0.0,GJ 9404,3811.0,0.626041,0.62,0.014431207247180756,-1.0,M,2.0
GJ9714BGJ9714,GJ 9714 b,2988.540511021,12.5,8.41,810.0,419.6014612575567,12.319,19240.75467,0.0,GJ 9714,4263.0,0.662662,0.67,0.014431207247180756,-0.88386,K,5.0
GAIA1BGAIA1,Gaia-1 b,533.95172376,13.77583728,1.12,1159.07,426.5351,0.04047,3.052524,0.0,Gaia-1,5470.0,0.952,0.949,0.014431207247180756,-0.1588,G,0.0
GAIA2BGAIA2,Gaia-2 b,259.665808519,14.81827249,0.439,1213.23,512.0235,0.0467,3.6915224,0.0,Gaia-2,5720.0,1.064,1.0,0.014431207247180756,0.0574,G,0.0
GAIA22DKVLBGAIA22DKVL,Gaia22dkvL b,187.836588537,14.1,0.368,810.0,419.6014612575567,1.4,76001.05827386062,0.0,Gaia22dkvL,0.0,1.5159936978557502,1.145,0.014431207247180756,-0.13512019649495494,Others,0.0
HATS50BHATS50,HATS-50 b,123.9537,12.66617,0.33,810.0,419.6014612575567,0.05046,3.8297015,0.0,HATS-50,5990.0,1.117,1.168,0.014431207247180756,0.14301,G,0.0
HATS51BHATS51,HATS-51 b,244.09344,15.80469,0.34,1553.0,740.2246,0.04639,3.3488702,0.0,HATS-51,5758.0,1.44,1.187,0.014431207247180756,0.30963,G,0.0
HATS53BHATS53,HATS-53 b,189.10885,15.02006,0.303,1312.0,471.61,0.04753,3.8537768,0.0,HATS-53,5644.0,1.101,0.964,0.014431207247180756,0.04532,G,0.0
HATS58ABHATS58A,HATS-58 A b,327.3649,12.273855,0.96,1721.0,382.7112,0.05798,4.2180896,0.0,HATS-58 A,7175.0,1.433,1.461,0.014431207247180756,0.68931,F,0.0
HD100546BHD100546,HD 100546 b,2701.5414595,77.3421,0.0321,810.0,419.6014612575567,53.0,76001.05827386062,0.0,HD 100546,10500.0,1.85288,2.4,0.014431207247180756,1.5,B,9.0
HD105618BHD105618,HD 105618 b,776.1323276277063,5.44,0.868,810.0,419.6014612575567,0.091,10.02245,0.0,HD 105618,5671.0,1.27399,1.01,0.014431207247180756,0.17967,G,0.0
HD105618CHD105618,HD 105618 c,8419.592329837,11.9,27.5,810.0,419.6014612575567,35.731,77114.07158,0.0,HD 105618,5671.0,1.27399,1.01,0.014431207247180756,0.17967,G,0.0
HD122562CHD122562,HD 122562 c,776.1323276277063,10.1,0.39,810.0,419.6014612575567,0.406,84.96276,0.0,HD 122562,4956.0,2.16627,1.241,0.014431207247180756,0.407,K,0.0
HD144899BHD144899,HD 144899 b,776.1323276277063,4.77,1.03,810.0,419.6014612575567,0.242,40.43914,0.0,HD 144899,6126.0,1.64802,1.16,0.014431207247180756,0.53733,F,0.0
HD151450BHD151450,HD 151450 b,776.1323276277063,6.94,0.632,810.0,419.6014612575567,0.16,21.89288,0.0,HD 151450,6091.98,1.17184,1.14,0.014431207247180756,0.23147,F,0.0
HD151450CHD151450,HD 151450 c,1636.180639236,12.8,4.29,810.0,419.6014612575567,14.131,18144.76236,0.0,HD 151450,6091.98,1.17184,1.14,0.014431207247180756,0.23147,F,0.0
HD153557BHD153557,HD 153557 b,776.1323276277063,4.77,1.03,810.0,419.6014612575567,0.068,7.29903,0.0,HD 153557,4837.0,0.745171,0.79,0.014431207247180756,-0.56249,K,0.0
HD153557CHD153557,HD 153557 c,776.1323276277063,4.36,1.16,810.0,419.6014612575567,0.111,15.27018,0.0,HD 153557,4837.0,0.745171,0.79,0.014431207247180756,-0.56249,K,0.0
HD153557DHD153557,HD 153557 d,8725.661085778,11.9,28.5,810.0,419.6014612575567,21.449,40654.64809,0.0,HD 153557,4837.0,0.745171,0.79,0.014431207247180756,-0.56249,K,0.0
HD158259DHD158259,HD 158259 d,776.1323276277063,2.18,2.87,810.0,419.6014612575567,3.1038542456009397,5.1980814,0.0,HD 158259,5801.89,1.21,1.08,0.014431207247180756,0.21233,G,0.0
HD158259EHD158259,HD 158259 e,776.1323276277063,2.34,2.61,810.0,419.6014612575567,3.1038542456009397,7.951,0.0,HD 158259,5801.89,1.21,1.08,0.014431207247180756,0.21233,G,0.0
HD158259BHD158259,HD 158259 b,776.1323276277063,1.28228,6.12,1462.0,759.183,3.1038542456009397,2.178,0.0,HD 158259,5801.89,1.21,1.08,0.014431207247180756,0.21233,G,0.0
HD158259CHD158259,HD 158259 c,776.1323276277063,2.23,2.77,810.0,419.6014612575567,3.1038542456009397,3.432,0.0,HD 158259,5801.89,1.21,1.08,0.014431207247180756,0.21233,G,0.0
HD158259FHD158259,HD 158259 f,776.1323276277063,2.35,2.6,810.0,419.6014612575567,3.1038542456009397,12.028,0.0,HD 158259,5801.89,1.21,1.08,0.014431207247180756,0.21233,G,0.0
HD169142BHD169142,HD 169142 b,953.485221,13.1,2.33,810.0,419.6014612575567,37.2,76001.05827386062,0.0,HD 169142,7246.0,1.53702,1.85,0.014431207247180756,0.76845,F,0.0
HD205158BHD205158,HD 205158 b,776.1323276277063,13.9,0.255,810.0,419.6014612575567,0.177,25.33798,0.0,HD 205158,6133.55,1.87741,1.16,0.014431207247180756,0.65266,F,0.0
HD206255BHD206255,HD 206255 b,776.1323276277063,6.47,0.694,810.0,419.6014612575567,0.461,96.045,0.0,HD 206255,5635.0,2.221489,1.42,0.014431207247180756,0.65156,G,5.0
HD206893BHD206893,HD 206893 b,8899.195396,14.01122587,17.8,1429.2,419.6014612575567,9.6,9350.0,0.0,HD 206893,6500.0,1.31116,1.32,0.014431207247180756,0.4561,F,5.0
HD206893CHD206893,HD 206893 c,4036.4207689,16.36511182,5.06,1181.9,419.6014612575567,3.53,2090.0,0.0,HD 206893,6500.0,1.31116,1.32,0.014431207247180756,0.4561,F,5.0
